matricula,hash_usuario,produto
F6998646,y6i4j5bk,CDC
F6998647,1hzgxzp6,CDC
F6998649,b9pyfbyv,Pagamentos
F6998651,i3twg8wq,Pagamentos
F6998652,a01otnk2,Pix
F6998653,yf4rtqqq,Pagamentos
F6998654,hr8dqinh,CDC
F6998656,wca1g3as,Pix
F6998657,oq4kvjsj,Pagamentos
F6998658,rku8yyn8,Pagamentos
F6998659,jbk17ni5,CDC
F6998660,sk1qhptq,Pix
F6998661,8zoswaxm,Crédito PF
F6998662,8rdouc92,CDC
F6998663,vcybledp,CDC
F6998664,f0bhnsdd,Crédito PF
F6998665,adzjgnr8,Crédito PF
F6998666,b8cwpvzv,Pix
F6998667,btk3zz52,CDC
F6998668,vsbd6m3r,Crédito PF
F6998673,gmjlqup9,Pagamentos
F6998674,fts4spi7,CDC
F6998676,tdldi65a,Pagamentos
F6998677,sojpwl46,CDC
F6998678,j8xezzd0,Pix
F6998679,1sqb07ik,CDC
F6998683,bw25zn1j,CDC
F6998685,rgm8a05y,CDC
F6998686,ruu2lma7,Pagamentos
F6998691,zlsquobg,CDC
F6998692,bz1oqn5k,Pix
F6998693,zwjg5hmk,Pix
F6998696,2pp8bapz,Pix
F6998699,f32uomwb,Crédito PF
F6998705,19bu4tes,Crédito PF
F6998706,yce9o04a,Crédito PF
F6998709,uzwuogfi,Crédito PF
F6998710,4j7aukq9,CDC
F6998711,qwh29ayc,Pagamentos
F6998713,0d4qtgld,Pix
F6998714,clmtsubr,Crédito PF
F6998715,oqudaaz8,Crédito PF
F6998717,ofc1tdaq,Pix
F6998718,ie50kl7j,CDC
F6998721,yi4yds2v,Crédito PF
F6998723,rguhj7we,Crédito PF
F6998724,wbrzs16v,Pagamentos
F6998725,of51asao,Crédito PF
F6998726,5fmdqe45,Pagamentos
F6998727,7jbxzwz4,Pix
F6998728,d38y536r,Crédito PF
F6998731,6t2qo59y,Pagamentos
F6998733,qp8wvg3l,CDC
F6998734,jhmwj2v5,Pix
F6998743,ctevc4c5,CDC
F6998744,i64h969x,Pix
F6998746,5ueuxu80,CDC
F6998748,3u5fk9rd,Crédito PF
F6998749,y88e72ym,Pagamentos
F6998752,v5le841m,Pix
F6998754,c1twtjmi,Crédito PF
F6998757,trq9dguj,Crédito PF
F6998759,7ebihn6h,Crédito PF
F6998761,nw6441ol,Pix
F6998762,49ckzju0,Crédito PF
F6998764,p172u7f6,Pix
F6998765,kfab8ipx,Pagamentos
F6998769,83kyf4qm,Crédito PF
F6998771,tf6rbssr,Crédito PF
F6998776,jmsgh2kh,Pagamentos
F6998778,yq5ulsm7,CDC
F6998781,j0o9babl,Crédito PF
F6998783,ndki3hmw,CDC
F6998786,6cqir291,Crédito PF
F6998788,vqfupe3y,Crédito PF
F6998789,grwylh3u,Pix
F6998790,k36fkc16,Crédito PF
F6998793,t7v1gc5a,Crédito PF
F6998794,4u9i9iwv,CDC
F6998795,b1utlepk,CDC
F6998796,dmlvq8x6,Pagamentos
F6998808,j8lehayw,CDC
F6998812,mu3xfiek,Crédito PF
F6998835,2pkn4ci2,Crédito PF
F6998836,ldvit4r4,Pagamentos
F6999124,airccmmo,Pagamentos
F6999160,0w813n7d,Pagamentos
F6999327,jx9h1mj3,Pagamentos
F6999335,b9cw9o7u,Pix
F6999381,zo3ftp9v,Pix
F6999382,wa9rivvr,Pix
F6999383,up7pn848,CDC
F6999386,hw9mchbs,Crédito PF
F6999389,d306bp98,Crédito PF
F6999391,qhoqi51o,CDC
F6999392,smp9lw2g,Pagamentos
F6999393,nivqt5tm,CDC
F6999395,o5ome3ag,Pagamentos
F6999396,677tmusn,CDC
F6999397,sy0iixmc,Pix
F6999403,8tpjhfgw,CDC
F6999404,penwoxcc,Pix
F6999405,im99bmcw,Pagamentos
F6999406,y66qcz19,Pagamentos
F6999408,5v1qsrvo,Pagamentos
F6999412,z59fl9r3,Pix
F6999413,pid3b6ww,Pagamentos
F6999414,3pund1mf,Pix
F6999415,bw15uzx5,Pix
F6999416,k8p4f89j,CDC
F6999417,6bnb1kxf,Pix
F6999425,tzuzrjkm,CDC
F6999426,a64ohdmt,Pix
F6999427,hwm5xjw8,CDC
F6999433,gyudo7oz,Pagamentos
F6999444,2vbx5869,Crédito PF
F6999445,bn7t6510,Crédito PF
F6999446,rcue9ty0,Pix
F6999447,mf0d86vb,Pix
F6999448,b4lo7crj,Pagamentos
F6999449,43e3cq62,Pix
F6999452,lcpuxt9z,Pagamentos
F6999453,9piae5sp,Pagamentos
F6999455,3hne7v8p,Crédito PF
F6999456,swz3wg5p,Crédito PF
F6999457,fweka6vy,Crédito PF
F6999459,v8fcfq9m,Pix
F6999462,4dyqk0o9,Pix
F6999463,2br39yia,Crédito PF
F6999464,1a73l8v6,CDC
F6999468,w3d35um2,Crédito PF
F6999471,bwzmf8rc,CDC
F6999480,zzvsik2d,Pagamentos
F6999517,0abpr35x,CDC
F6999518,xp2m8ucr,CDC
F6999519,udklsu8g,CDC
F6999523,rh4nwv1z,Crédito PF
F6999527,fidda6f9,Pagamentos
F6999537,fkyvan7u,Pagamentos
F6999539,u1v284s4,Crédito PF
F6999599,9or4gmhb,CDC
F6999601,tkg01nih,Pagamentos
F6999648,qo51m8kv,Crédito PF
F6999649,y4h2lx5l,CDC
F6999652,x8njt9d3,Crédito PF
F6999653,90buv5at,Crédito PF
F6999654,chky2oca,Pagamentos
F6999688,ml261bgf,CDC
F6999689,psve8lgo,Pagamentos
F6999846,de7nluj8,Pix
F7000026,h2teuizg,Pix
F7000028,eeh0c4w6,CDC
F7000029,xeaesl7a,Pagamentos
F7000031,un8jho8s,CDC
F7000033,a4piycec,Pagamentos
F7000034,9gaxuky0,CDC
F7000035,5hj9k1mc,CDC
F7000037,gnw3lmyz,Pagamentos
F7000044,l5qoygwj,Pagamentos
F7000045,13el07qy,Pix
F7000048,dh9irkxs,Crédito PF
F7000049,nrembsc8,Pagamentos
F7000058,951ghh8h,Pagamentos
F7000061,fy3c7q1u,Pix
F7000079,z1nylyu8,Pagamentos
F7000136,dhiosjqw,Crédito PF
F7000151,qgmxy855,Pix
F7000154,pwtetrwg,Pagamentos
F7000155,3afxu247,Crédito PF
F7000279,42awdp1v,Pix
F7000299,6goke2co,Crédito PF
F7000329,58n8m8tl,Pagamentos
F7000367,6wn3qufz,Pagamentos
F7000449,m8y82y4t,CDC
F7000589,cytbebkz,Pagamentos
F7000697,iijrg50x,Pagamentos
F7000698,nfd2znnc,Pagamentos
F7000757,u7ir35co,Pix
F7000927,0305bsh7,Crédito PF
F7000928,vemihfc5,Pagamentos
F7000949,whtu674s,CDC
F7000953,3xfkv15p,Pagamentos
F7000977,cwkqykxr,Pix
F7000978,a8zyk41x,Pagamentos
F7000979,hpqhhkn3,CDC
F7001059,pt08em34,CDC
F7001102,quf01apb,CDC
F7001103,7jl4kg9u,Pagamentos
F7001128,zexm23oe,Pix
F7001139,xbpqy0t5,Crédito PF
F7001144,3mjgp6cj,CDC
F7001188,kkpt43hh,Pix
F7001257,opjsvyz4,Pagamentos
F7001259,tg1jffci,Pix
F7001271,eoby8pgb,CDC
F7001274,do5r5wsp,Pagamentos
F7001279,knne2mhg,CDC
F7001281,wp11fnq9,Crédito PF
F7001304,98aoe1tp,Crédito PF
F7001306,7270ertm,Pagamentos
F7001307,gj64bnnm,CDC
F7001314,xeuuogyo,CDC
F7001382,s2fod1c3,CDC
F7001384,k7fsuj6i,Pix
F7001385,tz1haona,Pagamentos
F7001393,fd0tzi1k,Pagamentos
F7001423,st0ws5dg,Crédito PF
F7001438,t7g5x2qv,CDC
F7001521,iqt03vbe,Pagamentos
F7001523,wchbzifq,Pagamentos
F7001529,eo8fytp5,Pix
F7001534,l9jrlnhl,Pagamentos
F7001591,6pzgqkgl,CDC
F7001593,uhblz15f,Pagamentos
F7001598,i688ggop,Crédito PF
F7001601,0dq0y6ps,Pix
F7001602,3qdoddcs,Pagamentos
F7001629,481fp22x,Pix
F7001632,rg0wt8uu,CDC
F7001636,rkv678fd,CDC
F7001638,wdc3ja4y,Pagamentos
F7001849,idshetwl,Pix
F7002237,xm29x589,Pagamentos
F7002238,pcahgpcl,Pagamentos
F7002259,o1xwdkeq,Crédito PF
F7002264,gmdz6wsb,Crédito PF
F7002266,vdeb2lwv,Pix
F7002277,im68q2yf,CDC
F7002279,1o24w2et,Pix
F7002309,0mukafpd,Pix
F7002396,yjpvfx6m,Crédito PF
F7002474,qd8ktwsp,CDC
F7002521,pberprw8,Crédito PF
F7002524,noj4i6ln,Pix
F7002533,gvjtdmoh,Crédito PF
F7002534,bwnjm9jc,Pix
F7002535,9mifzpl0,Pix
F7002536,s2l0mhac,CDC
F7002537,w14j881c,CDC
F7002540,8aa2lbfn,CDC
F7002541,ytgdwkvg,Crédito PF
F7002542,yfygamur,Crédito PF
F7002543,w9zfupau,Pix
F7002545,spnd5a9g,Pagamentos
F7002546,4l8f5sp4,Pix
F7002548,dc6f15u3,Pix
F7002549,zsu4le8d,Pagamentos
F7002551,eyrqk4f1,Pagamentos
F7002552,fvmgad72,CDC
F7002553,h3gn15fj,CDC
F7002554,xpfgqzcw,CDC
F7002559,g4hvb9um,Crédito PF
F7002560,7542y16o,CDC
F7002561,22xvifkl,CDC
F7002562,ph97zjvo,CDC
F7002563,lr7bb80i,CDC
F7002564,0dn55qne,Crédito PF
F7002565,1ita4msh,CDC
F7002568,pygj3tei,Pix
F7002569,11iin9ge,Pix
F7002571,qhk4x90x,CDC
F7002578,abmo6gss,Crédito PF
F7002579,fky1ga0i,Crédito PF
F7002581,wqphrd9v,CDC
F7002583,trr8coma,Crédito PF
F7002584,fr8tszdq,Pix
F7002586,zhh9xbtb,Pagamentos
F7002587,a0xidzey,Pagamentos
F7002588,9dg1m8e8,Crédito PF
F7002589,kpn7wtpv,Pix
F7002590,qxhzmttv,CDC
F7002592,nic12ikr,CDC
F7002593,0ds9tran,Pix
F7002620,l5e2cidc,Pix
F7002629,mi4dno18,Pix
F7002634,5i4qjn7z,Crédito PF
F7002637,gt8htwwf,Crédito PF
F7002638,kd9isodr,CDC
F7002642,iirx8dd9,Pagamentos
F7002644,6y1b2pur,Pagamentos
F7002646,ny8qmdvm,Pix
F7002647,u8b438ld,Pix
F7002659,dhoy9rro,CDC
F7002678,xg37zb0h,CDC
F7002691,75b6fkmv,Pix
F7002692,56pmu0x5,Crédito PF
F7002693,9pva4b6n,CDC
F7002694,pwmpjxg7,CDC
F7002695,040cwtmh,Pix
F7002696,yn7t8vkb,Pagamentos
F7002697,hlcc3mwk,Crédito PF
F7002734,7qtswu82,CDC
F7002769,shsos0rv,Pix
F7002949,lmkasyx3,CDC
F7002951,8w6gx62e,CDC
F7002994,umkehtij,Pagamentos
F7002996,ept8bkyo,Pix
F7002997,e18x9dsk,Crédito PF
F7002999,3zgpta6c,Pix
F7003000,0mbms81c,CDC
F7003001,485x2yyu,Pix
F7003002,yerg0m94,CDC
F7003003,xyeyaisk,Pagamentos
F7003005,r24qmozf,Pagamentos
F7003006,vzctpkam,Pix
F7003008,7gayseyt,Pagamentos
F7003009,9ezpq0k9,CDC
F7003010,kurqgcol,CDC
F7003011,eu7tqq3h,Pagamentos
F7003012,btustndu,CDC
F7003014,ta3b0zjf,Pix
F7003035,zm7zaa2j,Pagamentos
F7003036,k0dbk9kr,Pagamentos
F7003037,k27049vd,Pagamentos
F7003039,8zh0r7w8,CDC
F7003092,vth8q18k,CDC
F7003225,30voooxh,Crédito PF
F7003227,rn1ajwwy,Pix
F7003229,l97ar7r2,CDC
F7003378,0pbahkuy,Pix
F7003379,nd278a4g,Pix
F7003538,5zbiwodl,Pagamentos
F7004039,wblo8gt5,Pix
F7004232,zevi8miz,Crédito PF
F7004233,qf9nf9rq,CDC
F7004288,qj63y0fs,Pagamentos
F7005099,3n3c3k4g,CDC
F7005322,opg82tdx,Pagamentos
F7005323,hswid73m,Pix
F7005615,78g9oikd,CDC
F7005616,qqsj9t6d,Pix
F7005617,xrvlgcrf,CDC
F7005618,yqdxuvvm,CDC
F7005619,5uqigflq,Pix
F7005836,2q7ushyg,Pagamentos
F7005838,8ktvok7b,Pagamentos
F7005849,oclr0rkn,CDC
F7005876,ad9iwec6,Crédito PF
F7006076,mcrk6z3q,CDC
F7006142,blwsdar0,Pix
F7006174,kvza621c,CDC
F7006176,pg7ep0x4,CDC
F7006178,9gid5zzw,Pix
F7006179,3kqtw3ka,Pagamentos
F7006180,o9qh3xrj,Pix
F7006194,3fxxtmud,Crédito PF
F7006203,k6or4vbd,Crédito PF
F7006250,mtk9k9lp,CDC
F7006252,3lkavzt3,Crédito PF
F7006253,k2uqiztq,Pagamentos
F7006254,e0qpjybc,Crédito PF
F7006255,un5u5wu3,CDC
F7006257,hcjgd3dx,Pix
F7006259,0uvn5t3l,Pix
F7006260,8qsqtzkb,Crédito PF
F7006261,wvs1cpas,Pix
F7006263,7dz4y4om,Pix
F7006264,i5ly7sx1,Crédito PF
F7006266,spctxhqv,CDC
F7006267,c2reipon,CDC
F7006268,t67xk0a9,Pagamentos
F7006269,82ufz07n,Pix
F7006271,20iksgng,CDC
F7006273,l71crxui,Pix
F7006274,wolnjphc,CDC
F7006275,m62ar5zc,Pagamentos
F7006276,swd9a0bc,Pagamentos
F7006279,1kd7tpn5,Pagamentos
F7006281,l35otuv4,Pagamentos
F7006283,niqnxcyd,Pix
F7006285,6zo9qxaj,CDC
F7006287,pvng46y5,Pix
F7006288,51idl0cn,Pix
F7006297,uqqli2fr,CDC
F7006303,t2hz49jt,CDC
F7006389,vmuevp57,Crédito PF
F7006391,yv566x7j,Crédito PF
F7006394,gksbkl3z,Pix
F7006395,j7y605pw,Pagamentos
F7006404,di59ly1f,Crédito PF
F7006405,fkctnfsu,Pix
F7006415,uqoi51b8,Pix
F7006416,i9h3pf4k,Crédito PF
F7006417,63lmjsf8,Crédito PF
F7006419,n9ukte60,CDC
F7006539,6vrg3act,Pix
F7006623,c97vc0lh,Pix
F7006625,sg0tobda,Pix
F7006626,cz0wrutt,Pix
F7006627,omuzo42g,Pagamentos
F7006628,9vp40qw3,Pix
F7006632,6tbudy5c,Crédito PF
F7006633,lkt49tkg,Pagamentos
F7006634,dk2pu3tr,Pagamentos
F7006635,25gyiwn9,Pagamentos
F7006637,nyzmyjfp,Crédito PF
F7006638,yvi797mn,Pix
F7006639,kjh5h16s,Pagamentos
F7006641,07vhyk56,Pix
F7006646,8jv5c4ey,Pagamentos
F7006648,h6m6ry8o,Crédito PF
F7006649,skad0y8w,CDC
F7006653,14df1zrd,CDC
F7006656,h12kyfke,Crédito PF
F7006657,ewkyxxkh,Crédito PF
F7006662,x4iqv5rj,Pix
F7006663,xbjtech0,Pix
F7006665,c0wu82vd,CDC
F7006667,eutg0g4y,Pagamentos
F7006703,edkyv6zp,CDC
F7006726,qiu2paq7,Crédito PF
F7006729,k2z4cb2p,Pix
F7006731,tbk2mtd0,Pagamentos
F7006744,itc7ld7w,Crédito PF
F7006745,jdprol19,Crédito PF
F7006746,s01fm6na,Pagamentos
F7006747,5n1e03eg,CDC
F7006748,qntzti2o,Pix
F7006754,pfr7fnlg,Pagamentos
F7006778,vwmrs5b5,Pagamentos
F7006779,ufo6zwzm,Pagamentos
F7006829,h3h56m34,Pix
F7006899,oq74hq1t,Pagamentos
F7006949,axl70bve,CDC
F7006999,7e6rmqs4,Pagamentos
F7007216,85208c35,CDC
F7007219,3363fqvj,CDC
F7007363,n54ilm7i,Pagamentos
F7007364,od310klc,Pagamentos
F7007747,zig6zjeu,Pix
F7007748,9lv9ntea,CDC
F7007983,1ozo4s2d,CDC
F7008039,m5c8hbm0,Crédito PF
F7008069,8hxm4p8y,Pix
F7008399,6q99snl5,Pagamentos
F7008955,9isnb0tt,Pagamentos
F7008958,yh3r2ut8,Pagamentos
F7009098,c29rwlq8,Pix
F7009099,y450zr4i,Pix
F7009283,w3bm99f7,CDC
F7009284,d0gcbpvc,Pix
F7011088,nx3tftwu,CDC
F7011089,b3gjmbeq,CDC
F7011148,8d6nbou6,Crédito PF
F7011219,xlvcokbz,Pix
F7011498,b13ub2ff,CDC
F7012170,8e8icz3p,Crédito PF
F7012188,ltgmazxf,Pix
F7012189,g209yafk,Crédito PF
F7012190,i2v4eu5i,CDC
F7012192,y4c1vgx2,Crédito PF
F7012199,t6wb46mp,Crédito PF
F7012204,qkjk943f,CDC
F7012206,aq2qpx84,CDC
F7012208,jwqfsz53,Crédito PF
F7012210,wb98lvgp,CDC
F7012211,ujhpyk7k,Pix
F7012212,cikm63ms,Pix
F7012213,w36aauz7,Pagamentos
F7012215,34cmchqc,CDC
F7012216,r64aodcw,Crédito PF
F7012217,nfzyicuz,Pix
F7012218,s6h6jo6v,CDC
F7012219,xscglbaf,Pagamentos
F7012221,nr9hvno9,Pagamentos
F7012227,8447ytvc,CDC
F7012228,3anmk8wc,CDC
F7012231,ods9ljjd,Pix
F7012233,gic07q7f,Pagamentos
F7012234,kks60d0r,Pix
F7012235,qkh4j21l,Pix
F7012238,dg5ue4gi,Pix
F7012240,0lwwfdea,Pagamentos
F7012278,mn3eiotp,Pagamentos
F7012295,vsb6110g,Pix
F7012318,01t7utvf,Pagamentos
F7012339,ejp5rg51,Pagamentos
F7012377,b2ala7qq,Pix
F7012654,t9is8ybp,Pagamentos
F7012656,0h560o6u,CDC
F7012716,lzaprrn8,CDC
F7012717,r7novmt7,CDC
F7012718,pk2752qp,CDC
F7012734,unrv7nsp,CDC
F7012735,k4dkubcb,Pix
F7012737,jwarq63d,Pix
F7012738,cswhcdar,Crédito PF
F7012978,qe5bsqlt,Crédito PF
F7012979,bss1q9ku,Crédito PF
F7013296,yq4bkzh5,Pagamentos
F7013297,8m7z3uwl,Crédito PF
F7013327,fjtyuipd,Pix
F7016619,1v0k0vx1,Pix
F7016739,08aghbeo,Crédito PF
F7016949,pcmso0ju,CDC
F7016998,t0b1ucgj,Pagamentos
F7021224,l53k2qmj,Pagamentos
F7021225,foxwmthq,CDC
F7021226,dihybviv,Pagamentos
F7021227,50ubvaqn,Pix
F7021228,aqva85ei,Pix
F7021230,74loebih,CDC
F7021231,za1mhza2,CDC
F7021232,7gy8ch5j,CDC
F7021233,9js9pfvn,Pagamentos
F7021234,664vwj56,CDC
F7021235,1322vi4w,Pagamentos
F7021236,k0t18c9k,Crédito PF
F7021237,mw9d58r4,Crédito PF
F7021238,hii3ou5f,Crédito PF
F7021239,0zu3cjng,Pix
F7021240,cwrsk8rl,Pagamentos
F7021241,binew75i,Pagamentos
F7021242,2rcjupmi,Pix
F7021243,0u7brev9,Crédito PF
F7021244,knknf7c0,CDC
F7021245,uyg5ds3e,CDC
F7021246,tl2gsf9c,Crédito PF
F7021248,kwfq7af7,Pix
F7021249,ksklrmsb,CDC
F7021250,tcuap278,Crédito PF
F7021251,jifvyhoi,CDC
F7021252,2dm9l6cq,CDC
F7021253,3kxipor2,Crédito PF
F7021254,nikgv7mv,Pix
F7021255,oelpanoo,Pagamentos
F7021257,kt2sywoe,CDC
F7021260,a9wi6zsi,Pagamentos
F7021261,ledxoxhw,CDC
F7021262,796ep41k,Pagamentos
F7021263,ms79iuzi,Pagamentos
F7021264,v4u6zkqu,Crédito PF
F7021265,h1uttucx,Pix
F7021266,m473h029,CDC
F7021267,6dz3ng5f,Pix
F7021268,q3g8kjnq,Pagamentos
F7021269,1fmpdff8,Crédito PF
F7021270,437nczh8,Pix
F7021272,fjr0bo4c,Crédito PF
F7021273,o4k451zf,Pix
F7021276,sx9mfnd2,Crédito PF
F7021277,8zzmohtn,CDC
F7021278,1oc0hbkz,CDC
F7021279,qxws7oxg,Pix
F7021281,b470sw0w,Crédito PF
F7021282,lv1crlej,Crédito PF
F7021283,w8qdkv1i,CDC
F7021284,02undggy,CDC
F7021286,7zhejdzr,Pix
F7021289,qgksaxq8,Crédito PF
F7021290,5xsnt1lr,CDC
F7021291,hv0s765z,Pix
F7021293,xtlmrd1g,CDC
F7021294,3gnex97e,Pagamentos
F7021295,5q51fetu,Pagamentos
F7021296,7vchy1va,Pagamentos
F7021297,1xrp5hx5,CDC
F7021298,5gs50ah0,Pix
F7021299,q0sdvhjd,Pix
F7021300,1nh1owpq,Pagamentos
F7021301,9mos494x,Pix
F7021302,qyaxmiok,Pagamentos
F7021306,tf5bhx6v,Pix
F7021308,4p5p6kv2,Pagamentos
F7021309,9s8p3qt2,CDC
F7021310,axo8xo3w,CDC
F7021312,99j6er9o,Crédito PF
F7021315,a76zcyr2,Pagamentos
F7021316,y3tz0bzg,CDC
F7021319,05et6hj5,Pagamentos
F7021321,kwon9p3o,Pagamentos
F7021322,xt5o9oo0,CDC
F7021323,ok303qr1,Pagamentos
F7021325,c0miaymo,CDC
F7021327,ixmb54n5,Pagamentos
F7021328,l5evvrdj,Pix
F7021334,ijq9iau5,Pix
F7021335,xhapdaz4,CDC
F7021336,zg6zjzuy,CDC
F7021343,p2c2umpl,CDC
F7021344,uqj8muzx,CDC
F7021345,73psadgh,Pix
F7021347,q0m8kfvn,CDC
F7021348,5hslqrpc,CDC
F7021349,e4j1yakp,Pagamentos
F7021351,3yn3klw8,CDC
F7021352,nfrclwvh,Pix
F7021354,onvtpntb,CDC
F7021356,mhw2qazq,CDC
F7021357,yof4zatg,Pagamentos
F7021358,9t1mfhcl,CDC
F7021359,kwuclf4s,CDC
F7021362,bpeh70hy,Pagamentos
F7021364,i1604obn,Pix
F7021368,n2smkvvg,Pix
F7021369,wwiz9rtv,CDC
F7021371,m0jcluws,Crédito PF
F7021373,vr3r6wwa,Crédito PF
F7021383,a5evzgep,CDC
F7021385,0jvxabu3,Pix
F7021387,jz2hupv6,Pix
F7021391,copbgjfz,Pix
F7021392,d5ilcczm,Crédito PF
F7021405,g3vciwzf,CDC
F7021406,71knjpl2,Pix
F7021407,5scku2r5,Pagamentos
F7021408,dawnody1,CDC
F7021409,wiyccs91,Crédito PF
F7021410,dm4c9jov,Pix
F7021411,odpbxpt4,Crédito PF
F7021417,ryd6swq6,Pagamentos
F7021418,vyunse6o,CDC
F7021497,w2dqqxke,Crédito PF
F7021498,jtiqv3l9,CDC
F7021499,f0gam6fd,Pagamentos
F7021594,aoqls47i,Pix
F7021595,kp8uj8th,Pix
F7021596,d20bsnb9,Crédito PF
F7021598,hxzgtafg,Crédito PF
F7021599,dkz854fm,Pix
F7021728,pg5gmxvy,Pagamentos
F7021729,l84wo8rk,CDC
F7021730,8yh91uek,Pix
F7021731,n9somj8s,CDC
F7021732,49e04qq7,Pagamentos
F7021733,hjfhdfpx,Pix
F7021734,w4bzt29d,Crédito PF
F7021735,183b1sei,Pagamentos
F7021736,2tqw0pnk,Pagamentos
F7021737,4tzk09np,Pix
F7021741,gflvxmui,CDC
F7021986,c9qg732y,Pagamentos
F7021987,mpc9npbv,CDC
F7021988,5id3xthn,CDC
F7021989,j0zjh2bv,CDC
F7021990,sjouip2b,Crédito PF
F7021991,yvyxf21a,Pix
F7021992,i8un6jv7,Pagamentos
F7021993,h7op9lfi,CDC
F7021994,xrhv2fw7,Pagamentos
F7021995,jchnyrx6,Crédito PF
F7021997,05u36unu,CDC
F7021999,5fsmlkmu,Pix
F7022098,ut9gqwpa,Crédito PF
F7022099,40bhsa2h,Pix
F7022100,mzo7oxcl,Pix
F7022101,d06zdz26,Pix
F7022102,q0iswgvv,Crédito PF
F7022103,gnwaetfh,Pix
F7022104,b3pgcvae,Pagamentos
F7022106,il6eg8u1,Pix
F7022107,v047217k,Crédito PF
F7022108,8rlocgrw,Crédito PF
F7022114,i4q5swne,CDC
F7022115,rb400pzc,CDC
F7022117,on2hjzr8,Crédito PF
F7022119,na94ndcq,CDC
F7022141,uoit413s,Pix
F7022142,c3frdodg,CDC
F7022143,3jtnmfyn,CDC
F7022144,44k175j5,Pagamentos
F7022145,p490hnz2,CDC
F7022146,jf64lusk,Crédito PF
F7022147,ni37ihbw,Pix
F7022178,i26xc4xl,Pagamentos
F7022179,n37988k4,Crédito PF
F7022409,081itt9e,Pagamentos
F7022410,plxjgbmg,Crédito PF
F7022412,ivevfvp3,Crédito PF
F7022413,sk1c6rjh,Pix
F7022414,uy40tfv7,CDC
F7022415,fatsql48,Crédito PF
F7022417,lv4xm22t,Pix
F7022418,txgwdrbq,Pagamentos
F7022419,ckmf4dlf,CDC
F7022420,smmm2hr3,Crédito PF
F7022421,fkyf2vog,CDC
F7022422,5p5hfb4f,Crédito PF
F7022423,68mpg0ob,Crédito PF
F7022424,t0046qry,Pix
F7022425,hlfy4sr0,Crédito PF
F7022426,dwf0g54s,CDC
F7022427,kvspyt2j,Crédito PF
F7022428,g3fzp3gv,Pix
F7022429,nbszr9py,CDC
F7022430,ptajsedh,Crédito PF
F7022431,sadca2mc,Pix
F7022432,i7ti49a0,Pix
F7022433,e8iyw0e1,Pix
F7022434,lm6s3lpc,CDC
F7022435,bau0wkzg,Pagamentos
F7022436,fhckgglh,Crédito PF
F7022437,wzvpfoxz,Pix
F7022439,p05ls8xm,Pix
F7022441,ecfqgyro,CDC
F7022442,csdj71is,Pix
F7022443,2tidfqvz,CDC
F7022444,udpvx4jv,Pagamentos
F7022445,6v9imgq0,Pix
F7022446,4vqqeckq,Crédito PF
F7022449,lp2oyaau,Crédito PF
F7022450,bjbixd3g,CDC
F7022451,ooy7z5dq,Pix
F7022452,9a0s3k9r,CDC
F7022455,fsvaronv,Pagamentos
F7022456,v3x0ql2p,Pix
F7022457,j6xds61x,Crédito PF
F7022458,vs121n2n,CDC
F7022459,b4x7x5uz,Crédito PF
F7022460,52ybjj6c,Pagamentos
F7022462,9glgiiky,Pix
F7022464,aa42hg35,Pix
F7022465,l7xq8huu,CDC
F7022466,c8dpfdu2,Pix
F7022469,otpca9bq,Crédito PF
F7022470,vwzdkb6y,Pix
F7022472,rencko0s,Pix
F7022473,uz5tryq7,Pagamentos
F7022474,o1dxr2tq,Pix
F7022476,a8fodge9,Crédito PF
F7022477,vka6cc27,Pagamentos
F7022481,7tr1b5io,Crédito PF
F7022482,yscqic6b,Crédito PF
F7022483,6fgfy9i9,CDC
F7022736,xsuh6x9x,CDC
F7022737,dpk3i32d,Crédito PF
F7022738,d6lovxn3,Pagamentos
F7022739,ggnft5oc,CDC
F7022740,gv1gl3np,Pix
F7022741,ge41dvv3,Pix
F7022743,oqfujy61,Crédito PF
F7022744,75jlo0yj,Pix
F7022745,6y8r6zlt,Crédito PF
F7022746,dj13zoct,CDC
F7022747,u70phxov,Crédito PF
F7022751,k0omy5ln,Pix
F7022752,k0mvm6no,Crédito PF
F7022753,h856vade,Crédito PF
F7022754,of67ort4,CDC
F7022755,11zimov5,CDC
F7022756,kxqg8fep,Pagamentos
F7022758,ig39zdjt,Crédito PF
F7022759,jui203k8,Pagamentos
F7022760,wjb0ok6l,CDC
F7022764,bo2cpwqz,Crédito PF
F7022765,buzv6tvd,CDC
F7022766,1d08ecp9,Pix
F7022767,04o5nbbl,CDC
F7022772,z23zvt3p,Pagamentos
F7022773,7k1bnxin,Pix
F7022776,skk7bxxi,Pagamentos
F7022868,3hxcs1qj,Pagamentos
F7022869,yf4n8aoo,Pagamentos
F7022870,luck7oc5,Pagamentos
F7022871,98m1ortt,Pix
F7022872,wjjsq1wg,CDC
F7022873,ojjc4til,CDC
F7022874,ra7llkoc,Crédito PF
F7022875,v9rlxz8t,Pagamentos
F7022876,cxnt6489,Pix
F7022877,dsckeiek,Crédito PF
F7022878,31xjolpa,Pagamentos
F7022879,xk8s511i,CDC
F7022880,b1mcyujp,CDC
F7022881,eg99utd2,Pix
F7022882,vty3492s,Pix
F7022884,2sp2orgt,CDC
F7022887,pl8if5tg,Crédito PF
F7022888,nualcfso,Crédito PF
F7022889,506452f7,Pagamentos
F7022890,2ojwmxke,Crédito PF
